score,make,model,variant,year,transmissionType,fuelType,ownership,emi,odometer,city
815000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2022,automatic,petrol,1,13878.0,34211,mumbai
429000.0,Renault,Kwid,CLIMBER 1.0 AMT Opt,2020,automatic,petrol,1,7305.0,33112,mumbai
559000.0,Maruti Suzuki,Ciaz,Zeta 1.4 AT,2017,automatic,petrol,1,9519.0,95947,mumbai
602000.0,Renault,Triber,RXT,2022,manual,petrol,1,10251.0,38964,mumbai
490000.0,Hyundai,New Santro 1.1,Sportz CNG,2020,manual,petrol+cng,1,7822.0,20872,mumbai
477000.0,Hyundai,i20 Active,1.2 S,2015,manual,petrol,1,8682.0,38126,mumbai
299000.0,Renault,Kwid,RXT 1.0 SCE Special,2018,manual,petrol,2,5091.0,26543,mumbai
492000.0,Hyundai,Elite i20,Asta 1.2,2018,manual,petrol,2,8378.0,54089,mumbai
564000.0,Maruti Suzuki,Dzire,ZXi AMT,2017,automatic,petrol,1,9604.0,29931,mumbai
597000.0,Toyota,Glanza,G,2020,manual,petrol,1,10166.0,45090,mumbai
584000.0,Maruti Suzuki,Ciaz,ZXi  AT,2016,automatic,petrol,1,9945.0,16292,mumbai
509000.0,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2018,manual,petrol,1,8667.0,27364,mumbai
596000.0,Maruti Suzuki,Swift,ZXI AMT,2018,automatic,petrol,1,10149.0,17649,mumbai
947000.0,Tata,Nexon,XZ Plus (O),2021,manual,petrol,1,16126.0,1899,mumbai
842000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2022,automatic,petrol,1,14338.0,17277,mumbai
511000.0,Maruti Suzuki,Celerio,ZXI AMT,2020,automatic,petrol,1,8702.0,16100,mumbai
305000.0,Renault,Kwid,1.0 RXT AMT Opt,2018,automatic,petrol,2,5193.0,46450,mumbai
667000.0,Toyota,Glanza,G,2021,manual,petrol,1,11358.0,41370,mumbai
651000.0,Honda,WR-V,VX i-VTEC,2018,manual,petrol,1,11086.0,61224,mumbai
538000.0,Hyundai,New Santro 1.1,Sportz AMT,2022,automatic,petrol,1,8589.0,34467,mumbai
1338124.0,Skoda,Slavia,Ambition 1.0L TSI AT,2023,automatic,petrol,1,22787.0,15205,mumbai
1443148.0,MG Motors,Hector,1.5 Sharp CVT,2021,automatic,petrol,1,24575.0,59961,mumbai
1088638.0,Honda,City,VX Petrol,2021,manual,petrol,1,18538.0,9128,mumbai
512000.0,Maruti Suzuki,Ignis,Zeta AMT Petrol,2018,automatic,petrol,1,8719.0,27875,mumbai
590000.0,Renault,Triber,RXZ AMT,2020,automatic,petrol,1,10047.0,18382,mumbai
797000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2022,automatic,petrol,1,13572.0,30066,mumbai
483000.0,Hyundai,Elite i20,Asta 1.2,2015,manual,petrol,1,8791.0,26589,mumbai
455000.0,Hyundai,Verna,Fluidic 1.6 VTVT SX AT,2014,automatic,petrol,2,9765.0,65726,mumbai
509000.0,Ford,EcoSport,Titanium 1.5L Ti-VCT,2016,manual,petrol,1,8667.0,55309,mumbai
1261295.0,Skoda,Superb,Style TSI AT,2018,automatic,petrol,3,22542.0,23331,mumbai
526000.0,Hyundai,New Santro 1.1,Sportz Executive CNG,2021,manual,petrol+cng,1,8397.0,29287,mumbai
425000.0,Hyundai,New Santro 1.1,Sportz CNG,2019,manual,petrol+cng,1,6785.0,53135,mumbai
542000.0,Maruti Suzuki,Celerio,VXI CNG,2022,manual,petrol+cng,1,9229.0,23499,mumbai
488000.0,Maruti Suzuki,Baleno,Zeta 1.2,2017,manual,petrol,1,8310.0,40548,mumbai
425000.0,Maruti Suzuki,Ignis,Zeta MT Petrol,2019,manual,petrol,1,7237.0,93254,mumbai
719000.0,Maruti Suzuki,Dzire,VXI,2023,manual,petrol,1,12244.0,13020,mumbai
366000.0,Hyundai,Grand i10,Magna 1.2 Kappa VTVT,2016,manual,petrol,1,6232.0,26909,mumbai
476000.0,Hyundai,Xcent,SX,2018,manual,petrol,1,7599.0,47281,mumbai
1145243.0,Tata,Nexon,XZA Plus Premium Dark Edition Diesel AMT,2022,automatic,diesel,1,19502.0,39765,mumbai
572000.0,Maruti Suzuki,Celerio,VXI CNG,2022,manual,petrol+cng,1,9740.0,5286,mumbai
631000.0,Renault,Triber,RXZ,2021,manual,petrol,1,10745.0,21111,mumbai
967000.0,Volkswagen,Vento,Highline Plus 1.0L TSI Petrol AT,2021,automatic,petrol,1,15438.0,29464,mumbai
553000.0,Hyundai,Grand i10,Sportz AT 1.2 Kappa VTVT,2018,automatic,petrol,1,9417.0,13435,mumbai
475000.0,Maruti Suzuki,Ciaz,ZXI+,2015,manual,petrol,2,8646.0,43916,mumbai
563000.0,Maruti Suzuki,Baleno,Alpha AT Petrol,2018,automatic,petrol,2,9587.0,63005,mumbai
402000.0,Hyundai,Xcent,SX 1.2,2015,manual,petrol,1,6860.0,50451,mumbai
1393703.0,Kia,Seltos,GTX Plus AT D,2020,automatic,diesel,1,23733.0,64495,mumbai
1231048.0,Honda,City,ZX CVT Petrol,2021,automatic,petrol,1,20964.0,25246,mumbai
778000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2021,automatic,petrol,1,13248.0,17167,mumbai
635000.0,Renault,Triber,RXZ,2021,manual,petrol,1,10813.0,13299,mumbai
459000.0,Hyundai,Grand i10,Sportz 1.2 CRDi,2018,manual,diesel,2,7816.0,76647,mumbai
612000.0,Hyundai,Grand i10 Nios,Sportz AMT 1.2 Kappa VTVT,2020,automatic,petrol,1,10422.0,13970,mumbai
597000.0,Maruti Suzuki,Swift,VXI AMT,2020,automatic,petrol,1,10166.0,15671,mumbai
527000.0,Maruti Suzuki,Baleno,Zeta 1.2,2017,manual,petrol,1,8974.0,20671,mumbai
647000.0,Maruti Suzuki,Dzire,ZXI,2022,manual,petrol,2,11018.0,25589,mumbai
822000.0,Maruti Suzuki,Baleno,Zeta CNG,2023,manual,petrol+cng,1,13998.0,16706,mumbai
655000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2019,automatic,petrol,1,11154.0,33690,mumbai
508000.0,Hyundai,New Santro 1.1,Magna Executive CNG,2021,manual,petrol+cng,1,8110.0,18559,mumbai
460000.0,Hyundai,Grand i10,Magna 1.2 Kappa VTVT CNG,2019,manual,petrol+cng,1,7833.0,67948,mumbai
792000.0,Maruti Suzuki,S-Cross,Delta,2021,manual,petrol,1,13487.0,24278,mumbai
558000.0,Maruti Suzuki,Wagon R 1.0,VXI,2023,manual,petrol,1,9972.0,13529,mumbai
327000.0,Maruti Suzuki,Alto 800,VXi,2019,manual,petrol,1,5844.0,48759,mumbai
648000.0,Honda,City,VX,2017,manual,petrol,2,11035.0,33072,mumbai
949000.0,Tata,Nexon,XZA Plus Optional AMT Diesel,2021,automatic,diesel,1,16160.0,63521,mumbai
997000.0,Kia,Sonet,GTX Plus 1.0 iMT Dual Tone,2021,manual,petrol,1,16978.0,34304,mumbai
265000.0,Datsun,Go Plus,T,2018,manual,petrol,1,7143.0,63182,mumbai
320000.0,Maruti Suzuki,Swift,VXI,2012,manual,petrol,1,12170.0,46616,mumbai
768000.0,Honda,WR-V,i-VTEC VX,2022,manual,petrol,2,13078.0,10963,mumbai
1218029.0,Hyundai,Verna,SX Opt Turbo Petrol,2021,automatic,petrol,1,20742.0,43878,mumbai
1746095.0,Tata,Harrier,XZ Plus Kaziranga,2022,manual,diesel,1,29734.0,25301,mumbai
598000.0,Renault,Triber,RXZ AMT,2020,automatic,petrol,1,10183.0,48838,mumbai
368000.0,Volkswagen,Polo,Comfortline 1.2L (P),2015,manual,petrol,2,6279.0,65285,mumbai
998000.0,Hyundai,Creta,1.6 SX OPT VTVT,2018,manual,petrol,1,16995.0,13209,mumbai
487000.0,Volkswagen,Vento,1.6L Highline Petrol,2016,manual,petrol,1,7774.0,75075,mumbai
577000.0,Ford,EcoSport,Titanium 1.5L Ti-VCT AT,2016,automatic,petrol,1,9825.0,39859,mumbai
305000.0,Hyundai,i10,Sportz 1.1 Petrol,2016,manual,petrol,2,5193.0,28990,mumbai
514000.0,Tata,Tiago,XZA Plus Dual Tone Roof AMT,2019,automatic,petrol,1,8753.0,31698,mumbai
354000.0,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2015,manual,petrol,1,6443.0,76246,mumbai
484000.0,Maruti Suzuki,S-Presso,VXI Opt CNG,2022,manual,petrol+cng,1,8242.0,25167,mumbai
475000.0,Renault,Kwid,Climber 1.0l SCE Petrol MT,2023,manual,petrol,1,8088.0,13885,mumbai
996000.0,Maruti Suzuki,S-Cross,Alpha AT,2022,automatic,petrol,2,16961.0,20582,mumbai
627000.0,Maruti Suzuki,Ciaz,Zeta AT Petrol,2018,automatic,petrol,2,10677.0,53663,mumbai
517000.0,Maruti Suzuki,Alto K10,VXI Plus,2024,manual,petrol,1,8804.0,1457,mumbai
518000.0,Hyundai,Xcent,S,2019,manual,petrol,1,8589.0,24979,mumbai
379000.0,Maruti Suzuki,Alto 800,LXi (O),2022,manual,petrol,1,6773.0,9652,mumbai
377000.0,Maruti Suzuki,Alto 800,VXi,2021,manual,petrol,1,6737.0,12550,mumbai
342360.0,Maruti Suzuki,Alto 800,LXI CNG,2020,manual,petrol+cng,1,6118.0,66836,mumbai
1150248.0,Maruti Suzuki,XL6,Alpha AT Petrol,2022,automatic,petrol,1,19588.0,35715,mumbai
464000.0,Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,2018,automatic,petrol,1,7901.0,40117,mumbai
549000.0,Hyundai,Aura,SX 1.2 Petrol,2020,manual,petrol,1,9349.0,42558,mumbai
489000.0,Maruti Suzuki,Celerio,ZXI,2022,manual,petrol,1,8327.0,22744,mumbai
693000.0,Toyota,Glanza,V CVT,2021,automatic,petrol,2,11801.0,40611,mumbai
598000.0,Nissan,Magnite,XV,2021,manual,petrol,1,10183.0,22364,mumbai
401000.0,Maruti Suzuki,Alto 800,VXi,2022,manual,petrol,1,7166.0,2853,mumbai
568000.0,Nissan,Magnite,XV Dual Tone,2021,manual,petrol,1,9672.0,52504,mumbai
743000.0,Tata,Nexon,XZA Plus AMT Petrol,2018,automatic,petrol,1,12652.0,14855,mumbai
299000.0,Hyundai,i20,Sportz 1.2,2012,manual,petrol,1,11372.0,14201,mumbai
414000.0,Maruti Suzuki,Ciaz,ZXi,2015,manual,petrol,2,7535.0,70175,mumbai
766000.0,Tata,Nexon,XZA Plus Dual Tone Roof AMT Petrol,2019,automatic,petrol,1,13044.0,35399,mumbai
1450955.0,MG Motors,Astor,Savvy CVT S Red,2022,automatic,petrol,1,24708.0,13631,mumbai
1898605.0,Mahindra,XUV700,AX 5 Petrol AT 5 STR,2023,automatic,petrol,1,32332.0,14832,mumbai
420000.0,Honda,Amaze,1.2 VX (O),2015,manual,petrol,1,7645.0,16623,mumbai
221000.0,Hyundai,i10,Sportz 1.2 Kappa2,2013,manual,petrol,3,5957.0,76837,mumbai
973000.0,Honda,City,V Petrol,2021,manual,petrol,1,16569.0,6113,mumbai
641000.0,Maruti Suzuki,Celerio,VXI CNG,2024,manual,petrol+cng,1,10915.0,6355,mumbai
331000.0,Maruti Suzuki,Alto 800,VXi,2021,manual,petrol,2,5915.0,14241,mumbai
253000.0,Renault,Kwid,RXT 1.0 SCE Special,2016,manual,petrol,2,4308.0,45109,mumbai
513000.0,Hyundai,New Santro 1.1,Sportz Executive CNG,2021,manual,petrol+cng,1,8190.0,36221,mumbai
547000.0,Maruti Suzuki,Celerio,ZXI,2023,manual,petrol,1,9315.0,7392,mumbai
440000.0,Volkswagen,Polo,Highline1.2L (P),2016,manual,petrol,1,7024.0,69763,mumbai
562000.0,Honda,Jazz,VX Petrol,2019,manual,petrol,1,8972.0,42190,mumbai
472000.0,Honda,City,VX,2015,manual,petrol,2,8591.0,47680,mumbai
339000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2015,manual,petrol,2,6170.0,47615,mumbai
486000.0,Maruti Suzuki,Ciaz,ZXI+,2016,manual,petrol,2,8276.0,51863,mumbai
318000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2013,manual,petrol,1,8571.0,51478,mumbai
286000.0,Renault,Kwid,RXT 1.0 SCE Special,2016,manual,petrol,1,4870.0,31136,mumbai
922000.0,Hyundai,New i20,Asta (O) 1.0 Turbo DCT,2021,automatic,petrol,1,15701.0,16801,mumbai
768000.0,Maruti Suzuki,Baleno,Alpha Petrol,2022,manual,petrol,1,13078.0,41257,mumbai
527000.0,Maruti Suzuki,Baleno,Zeta 1.2,2017,manual,petrol,1,8974.0,22181,mumbai
410000.0,Hyundai,Grand i10,Magna AT 1.2 Kappa VTVT,2016,automatic,petrol,1,6982.0,16009,mumbai
421000.0,Hyundai,New Santro 1.1,Sportz CNG,2020,manual,petrol+cng,1,6721.0,84495,mumbai
447000.0,Maruti Suzuki,S-Presso,VXI Plus AMT,2021,automatic,petrol,1,7612.0,19398,mumbai
345000.0,Maruti Suzuki,Celerio,VXI AMT,2015,automatic,petrol,2,6279.0,35625,mumbai
444000.0,Maruti Suzuki,S-Presso,VXI Opt CNG,2022,manual,petrol+cng,1,7561.0,60649,mumbai
305000.0,Maruti Suzuki,Celerio,VXI AMT,2015,automatic,petrol,2,5551.0,58861,mumbai
629000.0,Maruti Suzuki,Wagon R 1.2,ZXI Plus AMT,2022,automatic,petrol,1,10711.0,12883,mumbai
432000.0,Hyundai,New Santro 1.1,Sportz CNG,2019,manual,petrol+cng,1,6896.0,77024,mumbai
380000.0,Maruti Suzuki,Alto 800,Vxi Plus,2021,manual,petrol,1,6791.0,30748,mumbai
919000.0,Tata,Altroz,XZA+ Dark Edition,2023,automatic,petrol,1,15650.0,2435,mumbai
372000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2015,manual,petrol,1,6771.0,23841,mumbai
436000.0,Maruti Suzuki,S-Presso,VXI Plus AMT,2020,automatic,petrol,1,7424.0,8082,mumbai
443000.0,Hyundai,Elite i20,Sportz 1.2,2015,manual,petrol,1,8063.0,24177,mumbai
239000.0,Maruti Suzuki,Alto K10,VXi,2015,manual,petrol,1,4350.0,101521,mumbai
674000.0,Hyundai,Aura,SX 1.2 (O) Petrol,2021,manual,petrol,1,11477.0,27066,mumbai
543000.0,Maruti Suzuki,Dzire,ZXi AMT,2017,automatic,petrol,2,9246.0,19246,mumbai
658000.0,Tata,Tiago,Revotron XZ Plus CNG,2022,manual,petrol+cng,1,11205.0,27539,mumbai
408000.0,Hyundai,Grand i10,Magna 1.2 Kappa VTVT,2017,manual,petrol,1,6948.0,29382,mumbai
281000.0,Maruti Suzuki,Celerio,ZXI,2014,manual,petrol,2,6030.0,65818,mumbai
425000.0,Hyundai,New Santro 1.1,Sportz Petrol + CNG (outside fitted),2019,manual,petrol+cng,1,6785.0,47621,mumbai
360000.0,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2015,manual,petrol,1,6552.0,52309,mumbai
875000.0,Hyundai,Creta,1.6 SX Plus Auto Petrol,2018,automatic,petrol,1,14900.0,65521,mumbai
385000.0,Maruti Suzuki,S-Presso,VXI Plus,2021,manual,petrol,2,6556.0,22606,mumbai
1391683.0,Mahindra,Thar,LX 4 STR Hard Top Petrol AT 4WD,2022,automatic,petrol,1,23699.0,20970,mumbai
587000.0,Maruti Suzuki,Dzire,VXi AMT,2019,automatic,petrol,1,9996.0,25300,mumbai
287000.0,Maruti Suzuki,Wagon R 1.0,VXI,2015,manual,petrol,1,5462.0,78808,mumbai
808000.0,Hyundai,Creta,1.6 SX Plus Auto Petrol,2017,automatic,petrol,1,13759.0,69198,mumbai
289000.0,Ford,Figo,Trend 1.2 Ti-VCT,2015,manual,petrol,1,10991.0,57585,mumbai
743000.0,Hyundai,Creta,1.6 SX Plus Auto Petrol,2016,automatic,petrol,1,12652.0,116344,mumbai
440000.0,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2017,manual,petrol,1,7492.0,41746,mumbai
529000.0,Maruti Suzuki,Baleno,Delta 1.2,2018,manual,petrol,1,9008.0,21099,mumbai
362000.0,Renault,Duster,RxL Petrol,2014,manual,petrol,1,7769.0,58347,mumbai
1230902.0,Honda,Civic,V CVT Petrol,2020,automatic,petrol,1,20961.0,15975,mumbai
421000.0,Hyundai,New Santro 1.1,Sportz CNG,2019,manual,petrol+cng,1,6721.0,74713,mumbai
298000.0,Maruti Suzuki,Celerio,VXI AMT,2014,automatic,petrol,2,6395.0,56065,mumbai
509000.0,Maruti Suzuki,S-Cross,Alpha 1.3,2015,manual,diesel,2,9265.0,96566,mumbai
628000.0,Maruti Suzuki,Ciaz,Alpha 1.4 AT,2018,automatic,petrol,2,10694.0,62840,mumbai
437000.0,Maruti Suzuki,Celerio,ZXI AMT,2019,automatic,petrol,1,7441.0,75776,mumbai
225000.0,Hyundai,i10,Magna 1.2 Petrol,2011,manual,petrol,1,16077.0,45207,mumbai
549000.0,Toyota,Corolla Altis,VL AT Petrol,2014,automatic,petrol,2,11782.0,98220,mumbai
441000.0,Renault,Kwid,RXL(O) 1.0 Petrol MT SCE,2023,manual,petrol,1,7509.0,6367,mumbai
891000.0,Mahindra,XUV 300,W8 Petrol,2022,manual,petrol,1,15173.0,29545,mumbai
472000.0,Maruti Suzuki,Ciaz,ZXi  AT,2015,automatic,petrol,1,8591.0,108175,mumbai
608000.0,Tata,Tiago NRG,XZ AMT,2021,automatic,petrol,1,10353.0,30550,mumbai
473000.0,Maruti Suzuki,Swift Dzire,ZXI,2016,manual,petrol,2,8054.0,34675,mumbai
618000.0,Renault,Triber,RXT AMT,2022,automatic,petrol,1,10524.0,21597,mumbai
531000.0,Hyundai,Grand i10 Nios,Sportz 1.2 Kappa VTVT CNG,2020,manual,petrol+cng,1,9042.0,95617,mumbai
875000.0,Nissan,Magnite,XV Premium Turbo CVT (O),2021,automatic,petrol,1,14900.0,13769,mumbai
357000.0,Honda,City,1.5 V AT,2013,automatic,petrol,2,9622.0,58602,mumbai
675000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2020,automatic,petrol,1,11494.0,37075,mumbai
831000.0,Honda,City,ZX CVT,2018,automatic,petrol,1,14151.0,46720,mumbai
584000.0,Maruti Suzuki,Baleno,Alpha AT Petrol,2018,automatic,petrol,2,9945.0,33192,mumbai
768000.0,Hyundai,Aura,SX Plus 1.2 AMT Petrol,2023,automatic,petrol,1,13078.0,15511,mumbai
517000.0,Maruti Suzuki,Baleno,Alpha 1.2,2015,manual,petrol,1,9410.0,27732,mumbai
1370045.0,Skoda,Kushaq,Style 1.5L TSI MT,2021,manual,petrol,1,23331.0,35145,mumbai
532000.0,Hyundai,Elite i20,Sportz Plus 1.2,2019,manual,petrol,1,9059.0,81483,mumbai
781000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2021,automatic,petrol,1,13299.0,20279,mumbai
718000.0,Maruti Suzuki,Vitara Brezza,ZDi,2018,manual,diesel,1,12227.0,35097,mumbai
568000.0,Maruti Suzuki,Dzire,VXi,2019,manual,petrol,1,9672.0,47087,mumbai
798000.0,Tata,Punch,Creative Kaziranga Edition AMT,2022,automatic,petrol,1,13589.0,22719,mumbai
248000.0,Maruti Suzuki,Alto K10,VXi,2015,manual,petrol,2,4514.0,36991,mumbai
487000.0,Hyundai,Xcent,SX,2017,manual,petrol,1,7774.0,41113,mumbai
524000.0,Volkswagen,Ameo,Highline 1.5L AT (D),2017,automatic,diesel,1,8365.0,116035,mumbai
664000.0,Tata,Tiago,Revotron XZ Plus CNG,2022,manual,petrol+cng,1,11307.0,26767,mumbai
838000.0,Hyundai,Creta,1.6L SX VTVT,2018,manual,petrol,1,14270.0,54552,mumbai
741000.0,Honda,City,ZX,2019,manual,petrol,2,12618.0,32404,mumbai
668000.0,Maruti Suzuki,Ciaz,Alpha AT Petrol,2018,automatic,petrol,1,11375.0,34000,mumbai
604000.0,Maruti Suzuki,Ciaz,Zeta 1.4 AT,2017,automatic,petrol,1,10285.0,74517,mumbai
412000.0,Volkswagen,Ameo,Highline1.2L (P),2016,manual,petrol,2,6577.0,30549,mumbai
1042955.0,Hyundai,Venue,SX 1.5 (O) executive CRDI,2022,manual,diesel,1,17760.0,62238,mumbai
418000.0,Maruti Suzuki,Wagon R 1.0,VXI AMT,2018,automatic,petrol,1,7470.0,32338,mumbai
1332093.0,Kia,Sonet,GTX Plus 1.5 AT,2022,automatic,diesel,1,22684.0,17890,mumbai
870000.0,Maruti Suzuki,Ciaz,Alpha AT Petrol,2021,automatic,petrol,1,14815.0,49933,mumbai
342000.0,Maruti Suzuki,Swift,ZXI,2012,manual,petrol,1,13007.0,41249,mumbai
452000.0,Hyundai,Verna,Fluidic 1.6 VTVT SX AT,2014,automatic,petrol,1,9700.0,108483,mumbai
573000.0,Maruti Suzuki,Baleno,Zeta,2019,manual,petrol,1,9757.0,44133,mumbai
298000.0,Honda,Amaze,1.2 VX i-VTEC,2014,manual,petrol,3,6395.0,91953,mumbai
320000.0,Honda,City,1.5 S MT,2012,manual,petrol,1,12170.0,54404,mumbai
781000.0,Mahindra,XUV500,W10,2017,manual,diesel,3,13958.0,59855,mumbai
277000.0,Ford,Fiesta,Style Petrol MT,2011,manual,petrol,2,18702.0,26729,mumbai
846000.0,Tata,Nexon,XZA Plus Dualtone Roof (O) AMT,2021,automatic,petrol,1,14406.0,72189,mumbai
464000.0,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2018,manual,petrol,1,7901.0,36560,mumbai
345000.0,Hyundai,Grand i10,Asta 1.2 Kappa VTVT,2014,manual,petrol,1,7404.0,60392,mumbai
365000.0,Volkswagen,Vento,1.6L Highline Diesel,2013,manual,diesel,2,9223.0,91306,mumbai
411000.0,Renault,Kwid,CLIMBER 1.0 AMT Opt,2020,automatic,petrol,1,6999.0,39222,mumbai
288000.0,Maruti Suzuki,Celerio,VXI AMT,2014,automatic,petrol,2,6181.0,49405,mumbai
425000.0,Renault,Kwid,CLIMBER 1.0 Opt,2021,manual,petrol,1,7237.0,19656,mumbai
519000.0,Volkswagen,Ameo,Highline 1.5L AT (D),2016,automatic,diesel,1,8285.0,72158,mumbai
863000.0,Honda,City,ZX CVT,2018,automatic,petrol,1,14696.0,30650,mumbai
632000.0,Honda,BR-V,V CVT Petrol,2017,automatic,petrol,2,10762.0,92244,mumbai
525000.0,Maruti Suzuki,Baleno,Delta 1.2,2018,manual,petrol,1,8940.0,18468,mumbai
364000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2016,manual,petrol,2,6198.0,45119,mumbai
748000.0,Renault,Kiger,RXZ 1.0 Turbo MT,2022,manual,petrol,1,12738.0,14674,mumbai
754000.0,Honda,BR-V,S Diesel,2018,manual,diesel,1,12840.0,83991,mumbai
608000.0,Maruti Suzuki,Dzire,ZXi Plus AMT,2019,automatic,petrol,1,10353.0,74227,mumbai
848000.0,Honda,City,ZX CVT,2018,automatic,petrol,1,14440.0,40676,mumbai
215000.0,Ford,Figo,Duratec Petrol Titanium 1.2,2012,manual,petrol,1,,57928,mumbai
658000.0,Hyundai,Aura,SX Plus 1.2 AMT Petrol,2020,automatic,petrol,1,11205.0,31899,mumbai
343000.0,Hyundai,Xcent,S Petrol,2014,manual,petrol,1,6901.0,37139,mumbai
751000.0,Hyundai,Creta,1.6 SX Plus Petrol,2018,manual,petrol,1,12789.0,101646,mumbai
732000.0,Tata,Nexon,XZA Plus AMT Petrol,2019,automatic,petrol,1,12465.0,71848,mumbai
324000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2015,manual,petrol,1,5897.0,72418,mumbai
619000.0,Tata,Tiago NRG,XT iCNG,2022,manual,petrol+cng,1,10541.0,20987,mumbai
862000.0,Tata,Nexon,XZA Plus (O) AMT,2020,automatic,petrol,1,14679.0,59958,mumbai
865000.0,Mahindra,XUV 300,W6 Petrol,2023,manual,petrol,1,14730.0,18347,mumbai
558000.0,Honda,City,VX CVT,2015,automatic,petrol,1,10156.0,50651,mumbai
448000.0,Maruti Suzuki,S-Presso,VXI Plus AMT,2021,automatic,petrol,1,7629.0,3790,mumbai
563000.0,Honda,City,VX CVT,2015,automatic,petrol,1,10247.0,55493,mumbai
433000.0,Hyundai,Grand i10,Sportz AT 1.2 Kappa VTVT,2017,automatic,petrol,2,7373.0,42813,mumbai
482000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2019,manual,petrol,1,8208.0,20666,mumbai
418000.0,Hyundai,Grand i10,Sportz 1.2 Kappa VTVT,2017,manual,petrol,1,7118.0,39442,mumbai
205000.0,Hyundai,i20,Magna 1.2,2011,manual,petrol,2,14648.0,44406,mumbai
521000.0,Maruti Suzuki,Baleno,Delta 1.2,2018,manual,petrol,1,8872.0,28454,mumbai
578000.0,Honda,City,VX CVT,2016,automatic,petrol,2,9843.0,46168,mumbai
1161000.0,Skoda,Kushaq,Ambition 1.0L TSI AT,2021,automatic,petrol,1,19771.0,29682,mumbai
363000.0,Skoda,Rapid,1.6 MPI Style Plus AT,2016,automatic,petrol,3,5795.0,87070,mumbai
1251000.0,Volkswagen,Taigun,Topline 1.0 TSI MT,2022,manual,petrol,1,21303.0,27031,mumbai
938000.0,Maruti Suzuki,Ciaz,Alpha Petrol,2022,manual,petrol,1,15973.0,10540,mumbai
885000.0,Kia,Sonet,HTX 1.0 iMT,2021,manual,petrol,1,15071.0,30644,mumbai
772000.0,Hyundai,Venue,SX 1.0 (O) Turbo,2020,manual,petrol,1,13146.0,66580,mumbai
392000.0,Maruti Suzuki,Alto 800,Vxi Plus,2022,manual,petrol,1,7006.0,23178,mumbai
795000.0,Tata,Nexon,XZA Plus Dualtone Roof (O) AMT,2020,automatic,petrol,2,13538.0,40053,mumbai
829000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2022,automatic,petrol,1,14117.0,15093,mumbai
479000.0,Maruti Suzuki,Ignis,Alpha MT Petrol,2017,manual,petrol,1,8157.0,31602,mumbai
864000.0,Hyundai,Creta,1.6 SX OPT VTVT,2018,manual,petrol,1,14713.0,98408,mumbai
490000.0,Hyundai,Elite i20,Magna Executive 1.2,2018,manual,petrol,1,8344.0,57650,mumbai
310000.0,Volkswagen,Vento,1.6L Comfortline Petrol,2013,manual,petrol,2,7833.0,32284,mumbai
622000.0,Ford,Freestyle,Titanium Plus 1.2 Ti-VCT,2021,manual,petrol,1,10592.0,34031,mumbai
615000.0,Maruti Suzuki,Baleno,Zeta AT Petrol,2018,automatic,petrol,1,10473.0,19318,mumbai
497000.0,Maruti Suzuki,Celerio,ZXI AMT,2020,automatic,petrol,1,8463.0,12592,mumbai
712000.0,Hyundai,Creta,1.6 SX Plus Petrol,2016,manual,petrol,1,12124.0,82276,mumbai
655000.0,Maruti Suzuki,Baleno,Zeta,2021,manual,petrol,1,11154.0,42340,mumbai
729000.0,Tata,Tigor,Revotron XZ+ CNG,2022,manual,petrol+cng,1,12414.0,16710,mumbai
461000.0,Hyundai,Grand i10,Sportz AT 1.2 Kappa VTVT,2019,automatic,petrol,2,7850.0,35005,mumbai
402000.0,Maruti Suzuki,Alto 800,VXi,2022,manual,petrol,1,7184.0,4633,mumbai
274000.0,Toyota,Etios Liva,G,2012,manual,petrol,1,9769.0,51540,mumbai
553000.0,Volkswagen,Polo,1.2L GT TSI,2016,automatic,petrol,1,8828.0,71067,mumbai
525000.0,Maruti Suzuki,Wagon R 1.2,ZXI AMT,2020,automatic,petrol,1,8940.0,22394,mumbai
776000.0,Toyota,Glanza,G CVT,2021,automatic,petrol,1,13214.0,21981,mumbai
571000.0,Tata,Tigor,Revotron XMA AMT,2021,automatic,petrol,1,9723.0,20685,mumbai
772000.0,Honda,Amaze,1.2 VX CVT i-VTEC,2021,automatic,petrol,1,13146.0,11922,mumbai
